,studrollno,SubName,per_lect
3986,19-8016,ge:biotechnology,91.66666666666666
3987,19-8017,biotechnology,100.0
3988,19-8017,botany-biotechnology,100.0
3989,19-8017,evs,75.0
3990,19-8017,ge:biotechnology,100.0
3991,19-8018,biotechnology,92.85714285714286
3992,19-8018,botany-biotechnology,96.7741935483871
3993,19-8018,evs,75.0
3994,19-8018,ge:biotechnology,83.33333333333334
3995,19-8019,biotechnology,89.28571428571429
3996,19-8019,botany-biotechnology,87.09677419354838
3997,19-8019,evs,87.5
3998,19-8019,ge:biotechnology,91.66666666666666
3999,19-8020,biotechnology,71.42857142857143
4000,19-8020,botany-biotechnology,100.0
4001,19-8020,evs,43.75
4002,19-8020,ge:biotechnology,0.0
4003,19-8021,biotechnology,98.21428571428571
4004,19-8021,botany-biotechnology,100.0
4005,19-8021,evs,87.5
4006,19-8021,ge:biotechnology,91.66666666666666
4007,19-8023,biotechnology,100.0
4008,19-8023,botany-biotechnology,100.0
4009,19-8023,evs,93.75
4010,19-8023,ge:biotechnology,100.0
4011,19-8025,biotechnology,91.07142857142857
4012,19-8025,botany-biotechnology,100.0
4013,19-8025,evs,100.0
4014,19-8025,ge:biotechnology,100.0
4015,19-8026,biotechnology,87.5
4016,19-8026,botany-biotechnology,87.09677419354838
4017,19-8026,evs,56.25
4018,19-8026,ge:biotechnology,75.0
4019,19-8027,biotechnology,100.0
4020,19-8027,botany-biotechnology,100.0
4021,19-8027,evs,87.5
4022,19-8027,ge:biotechnology,91.66666666666666
4023,19-8028,biotechnology,100.0
4024,19-8028,botany-biotechnology,100.0
4025,19-8028,evs,87.5
4026,19-8028,ge:biotechnology,100.0
4027,19-8029,biotechnology,89.28571428571429
4028,19-8029,botany-biotechnology,77.41935483870968
4029,19-8029,evs,68.75
4030,19-8029,ge:biotechnology,75.0
4031,19-8030,biotechnology,100.0
4032,19-8030,botany-biotechnology,100.0
4033,19-8030,evs,93.75
4034,19-8030,ge:biotechnology,100.0
4035,19-8031,biotechnology,96.42857142857143
4036,19-8031,botany-biotechnology,96.7741935483871
4037,19-8031,evs,93.75
4038,19-8031,ge:biotechnology,83.33333333333334
4039,19-8032,biotechnology,96.42857142857143
4040,19-8032,botany-biotechnology,87.09677419354838
4041,19-8032,evs,93.75
4042,19-8032,ge:biotechnology,91.66666666666666
4043,19-8033,biotechnology,73.21428571428571
4044,19-8033,botany-biotechnology,87.09677419354838
4045,19-8033,evs,93.75
4046,19-8033,ge:biotechnology,58.333333333333336
4047,19-8035,biotechnology,94.64285714285714
4048,19-8035,botany-biotechnology,70.96774193548387
4049,19-8035,evs,81.25
4050,19-8035,ge:biotechnology,100.0
4051,19-8036,biotechnology,66.07142857142857
4052,19-8036,botany-biotechnology,48.38709677419355
4053,19-8036,evs,56.25
4054,19-8036,ge:biotechnology,75.0
4055,19-8037,biotechnology,96.42857142857143
4056,19-8037,botany-biotechnology,70.96774193548387
4057,19-8037,evs,75.0
4058,19-8037,ge:biotechnology,91.66666666666666
4059,19-8038,biotechnology,57.14285714285714
4060,19-8038,botany-biotechnology,83.87096774193549
4061,19-8038,evs,87.5
4062,19-8038,ge:biotechnology,83.33333333333334
